-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,,
57,-1,-1,-1,-1,-1,-1,-1,塞勒姆,塞勒姆,-1,-1,Twin?Falls,Pocatello,-1,-1,-1,-1,-1,Lincoln,奥马哈,Des?Moines,Cedar?Rapids,芝加哥,芝加哥,Fort?Wayne,Toledo,克利夫兰,Erie,-1,-1,纽约,纽约,普罗维登斯,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,鲁瓦扬,普瓦捷,克莱蒙,克莱蒙,里昂,-1,都灵,米兰,布雷西亚,维罗纳,威尼斯,的里雅斯特,萨格勒布,,Eszek,Szeged,蒂米什瓦拉,阿尔巴尤利亚,布加勒斯特,康斯坦察,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,格罗兹尼,-1,-1,-1,阿克套,Ustyurt,Jasliq,Tokmak,-1,-1,-1,Sary-Ozek,Otrar,Tashkent,-1,-1,-1,-1,-1,-1,-1,-1,-1,吐鲁番南,-1,-1,玉门关,-1,-1,-1,-1,巴彦淖尔,包头,呼和浩特,张家口,延庆,承德,秦皇岛,锦州,营口,丹东,江界,咸兴,-1,-1,-1,-1,-1,-1,-1,山形,仙台,-1,-1,-1,-1,-1,-1,-1,-1,-1,
56,-1,-1,-1,-1,-1,-1,-1,梅德福,-1,Reno,-1,-1,-1,-1,-1,-1,Fort?Collins,-1,-1,-1,-1,-1,斯普林菲尔德,St.?Charles,Indianapolis,辛辛那提,Columbus,匹茨堡,匹茨堡,巴尔的摩,费城,纽约,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,波尔多,利摩日,利摩日,Saint-Flour,阿维尼翁,尼斯,尼斯,热那亚,帕尔马,博洛尼亚,威尼斯,-1,Zara,Bihacs,图兹拉,贝尔格莱德,贝尔格莱德,克拉约瓦,特尔诺沃,卡瓦尔纳,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sukhumi,-1,Makhachkala,-1,-1,-1,Zhanaozen,-1,Urganj,Nukus,Zarafshan,-1,Akkum,Otrar,Tashkent,Farghana,Jalalabad,-1,-1,阿克苏,-1,库车,巴音郭楞,-1,-1,-1,-1,敦煌,嘉峪关,-1,-1,-1,乌海,鄂尔多斯,朔州,大同,昌平,冀州,唐山,-1,大连,-1,平壤,元山,-1,-1,-1,-1,-1,-1,-1,新潟,福岛,-1,-1,-1,-1,-1,-1,-1,-1,-1,
55,-1,-1,-1,-1,-1,-1,-1,圣罗莎,萨克拉门托,-1,-1,-1,-1,盐湖城,-1,-1,丹佛,Dodge,Wichita,堪萨斯城,Columbia,Columbia,Cahokia,圣路易斯,Columbus,辛辛那提,Huntington,Morgantown,-1,华盛顿,多佛,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,巴约讷,图卢兹,图卢兹,纳博讷,蒙彼利埃,马赛,-1,-1,比萨,佛罗伦萨,安科纳,-1,-1,Split,萨拉热窝,Kraguyavets,Nis,索非亚,菲利普波利斯,埃迪尔内,君士坦丁堡,-1,-1,Amastris,锡诺普,Amisos,-1,-1,-1,Poti,第比利斯,-1,杰尔宾特,-1,-1,-1,-1,Khiva,Khiva,布哈拉,撒马尔罕,撒马尔罕,苦盏,苦盏,Osh,-1,喀什,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,张掖,-1,银川,-1,榆林,神木,忻州,保定,天津,-1,-1,-1,-1,沙里院,开城,江陵,-1,-1,-1,-1,-1,金泽,长野,江户,-1,-1,-1,-1,-1,-1,-1,-1,-1,
54,-1,-1,-1,-1,-1,-1,-1,旧金山,萨克拉门托,-1,-1,-1,-1,Provo,-1,-1,Colorado?Springs,Lamar,Dodge,Wichita,堪萨斯城,Jefferson,圣路易斯,圣路易斯,路易斯维尔,Lexington,Kingsport,-1,里士满,华盛顿,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,拉鲁科尼亚,卢戈,奥维耶多,希洪,桑坦德,毕尔巴鄂,-1,-1,-1,Perpinyan,-1,-1,-1,-1,-1,锡耶纳,Assisi,-1,-1,-1,杜布罗夫尼克,波德戈里察,斯科普里,塞萨洛尼基,亚历山德鲁波利斯,-1,-1,尼科亚,Zonguldak,安卡拉,Kirikkale,?orum,-1,特拉布宗,特拉比松,-1,Dvin,Barda,巴库,-1,-1,Turkmenbeshi,-1,-1,布哈拉,布哈拉,撒马尔罕,撒马尔罕,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,武威,固原,鄂托克,绥德,吕梁,太原,石家庄,衡水,东营,-1,烟台,-1,-1,汉城,安东,蔚山,-1,-1,-1,福井,富山,-1,横滨,-1,-1,-1,-1,-1,-1,-1,-1,-1,
53,-1,-1,-1,-1,-1,-1,-1,圣何塞,弗雷斯诺,-1,拉斯维加斯,拉斯维加斯,St.?George,-1,Grand?Junction,-1,Trinidad,Campo,Liberal,Tulsa,Fayetteville,斯普林菲尔德,Jonesboro,孟菲斯,纳什维尔,Knoxville,-1,夏洛特,费耶特维尔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,圣地亚哥,蓬费拉达,莱昂,莱昂,布尔戈斯,洛格罗尼奥,潘普洛纳,萨拉戈萨,巴塞罗那,赫罗纳,-1,-1,Adiacium,-1,-1,罗马,罗马,佩斯卡拉,-1,-1,-1,埃皮丹努,-1,-1,-1,-1,加里波利,Prousa,Dorylaion,安卡拉南,Archelais,Kaisareia,Sevasteia,-1,-1,Manzikert,Dvin,Nakhchivan,Ardabil,-1,-1,Gorgan,-1,-1,Marv,-1,Balkh,Balkh,Taloqan,Taloqan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,格尔木,德令哈,-1,西宁,兰州,-1,庆阳,延安,临汾,长治,邯郸,濮阳,济南,青岛,-1,-1,-1,大田,大邱,釜山,-1,出云,冈山,京都,名古屋,静冈,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
52,-1,-1,-1,-1,-1,-1,-1,-1,洛杉矶,里弗赛德,-1,-1,-1,-1,-1,阿布奎基,Santa?Fe,Amarillo,俄克拉荷马城,俄克拉荷马城,Fort?Smith,小石城,格林威尔,Winona,Birmingham,亚特兰大,Augusta,夏洛特,查尔斯顿,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Santa?Cruz?das?Flores,-1,-1,-1,-1,-1,-1,波尔图,波尔图,布拉岗扎,萨莫拉,马德里,马德里,索里亚,萨拉戈萨,巴塞罗那,-1,-1,-1,-1,Alghero,-1,-1,罗马,庞贝,庞贝,Brundisium,-1,列奥尼亚,拉里萨,-1,-1,-1,士麦那,Tralleis,伊庇鲁斯,爱奥尼亚,拉罗丹,-1,Sis,Melitene,Amida,-1,-1,大不里士,-1,Rasht,Amol,-1,-1,-1,-1,-1,Balkh,Balkh,Mazar-e?Sharif,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tagalgan,Dulaan?Chijd,唐古拉山,-1,-1,青海湖,甘南,-1,天水,-1,咸阳,三门峡,洛阳,郑州,菏泽,徐州,临沂,盐城,-1,-1,光州,丽水,-1,-1,广岛,-1,-1,大阪,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
51,-1,-1,-1,-1,-1,-1,-1,-1,-1,洛杉矶,圣迭戈,凤凰城,凤凰城,-1,-1,Las?Cruces,Roswell,Lubbock,Fort?Worth,Ardmore,Hot?Springs,Monroe,Jackson,Montgomery,Montgomery,Columbus,萨凡纳,萨凡纳,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ponta?Delgada,-1,-1,-1,-1,科英布拉,科英布拉,布朗库堡,阿尔伯克基,托莱多,托莱多,昆卡,瓦伦西亚,-1,-1,Palma?de?Mallorca,-1,-1,卡利亚里,-1,-1,-1,-1,科森扎,-1,-1,-1,勒班陀,雅典,-1,-1,-1,哈利卡耳那索斯,安塔利亚,-1,-1,塔索斯,亚历山大勒塔,Gaziantep,Urfa,Ninua,马哈巴德,Maragheh,Zanjan,-1,Raga,Hekatompylos,-1,Mashhad,-1,-1,Mazar-i?Sharif,-1,-1,-1,-1,-1,-1,-1,-1,Baba?Hatim,-1,尼玛,-1,-1,-1,Tashi?Gonpa,Nabc,Nabc,-1,-1,陇南,汉中,长安,十堰,南阳,许昌,商丘,蚌埠,建康,南通,-1,-1,-1,-1,-1,福冈,-1,松山,德岛,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tijuana,Mexicali,Tucson,-1,El?Paso,El?Paso,Pecos,Midland,San?Angelo,达拉斯,Shreveport,Lafayette,Baton?Rouge,Mobile,Pensacola,Tallahassee,杰克逊维尔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,里斯本,里斯本,埃武拉,巴达霍斯,科尔多瓦,哈恩,阿尔瓦塞特,卡塔赫纳,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,卡坦扎罗,-1,-1,斯巴达,科林斯,-1,-1,-1,-1,-1,-1,-1,-1,-1,安条克,阿勒颇,Rakka,亚述,Arbela,马哈巴德,Ecbatana,Ecbatana,Qom,Hekatompylos,Nishapur,Torbat-e?Jam,赫拉特,-1,-1,喀布尔,白沙瓦,伊斯兰堡,Srinagar,-1,-1,-1,Skardu,阿里,Nakchu,Zhikharkhunglung,Khyetenshering,Khyetenshering,Tashi?Gonpa,-1,Nabc,Thongpu,阿坝,-1,绵阳,巴中,-1,巴东,襄阳,信阳,阜阳,合肥,苏州,-1,上海,-1,-1,-1,-1,长崎,熊本,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ensenada,-1,Nogales,-1,-1,Ciudad?Juarez,-1,-1,-1,达拉斯,Beaumont,Lafayette,Nouvelle?Orléans,-1,-1,-1,奥兰多,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,里斯本,拉古什,法鲁,塞维利亚,科尔多瓦,科尔多瓦,格拉纳达,-1,-1,-1,-1,-1,-1,-1,-1,-1,巴勒莫,卡塔尼亚,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,北尼科西亚,-1,Latakia,霍姆斯,Dayr?az-Zur,Kirkuk,Kirkuk,Kermanshah,-1,Arak,Kashan,Ardakan,-1,Torbat-e?Jam,赫拉特,-1,Ghazna,-1,白沙瓦,拉瓦尔品第,Gujranwala,Dharamshala,-1,-1,-1,扎西岗,Thogjalung,Umbu,-1,Shensa?Dsong,那曲,Thongpu,Thongpu,Draya,-1,成都,南充,广安,达州,宜昌,荆门,仙桃,武汉,九江,黄山,钱塘,-1,-1,-1,-1,-1,-1,鹿儿岛,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bahia?de?Los?Angeles,-1,Hermosillo,Hermosillo,Chihuahua,-1,-1,-1,圣安东尼奥,休斯敦,-1,-1,-1,-1,-1,-1,坦帕,奥兰多,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,加迪斯,马拉加,阿尔梅里亚,-1,-1,-1,Al-Jaza'ir,Al-Jaza'ir,Bijayah,Annaba,迦太基,迦太基,-1,-1,叙拉古,-1,-1,-1,-1,-1,-1,Chandax,伊拉克利翁,-1,-1,-1,南尼科西亚,-1,-1,Jbeil,霍姆斯,-1,Samarra,Sippar,Eshnunna,Khorram?Abad,-1,Aspadana,Ardakan,-1,Birjand,Farah,Farah,-1,-1,科哈特,Faisalabad,Lavapuri,Ludhiana,Chandigarh,Haldwani,-1,-1,-1,Sakha?Dsong,日喀则,拉萨,拉萨,林芝,-1,-1,雅安,宜宾,内江,重庆,万州,张家界,荆州,-1,岳阳,-1,衢州,会稽,宁波,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
47,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bahía?Tortugas,Loreto,-1,-1,Ciudad?Obregon,Chihuahua,-1,-1,蒙特雷,Corpus?Christi,-1,-1,-1,-1,-1,-1,-1,-1,迈阿密,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oran,Oran,Tiaret,-1,-1,-1,Kairouan,Hadrumetum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,苏尔,大马士革,大马士革,-1,Ramadi,巴比伦,基什,Khorram?Abad,Aspadana,Aspadana,Shahpur,Yazd,-1,Zaranj,Zaranj,坎大哈,-1,木尔坦,Faisalabad,Jalandhar,Sangrur,因陀罗普拉沙,-1,-1,-1,-1,-1,-1,拉萨,拉萨,-1,墨脱,-1,甘孜,-1,-1,泸州,遵义,怀化,常德,长沙,宜春,南昌,上饶,处州,温州,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,La?Paz?de?California,-1,-1,Culiacan,Mazatlan,Torreán,Torreán,蒙特雷,Reynosa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nassau,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tanja,-1,Melilla,Tlemcen,-1,-1,-1,-1,-1,-1,Safaqis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,阿卡,Irbid,-1,-1,Karbala,乌鲁克,瓦西特,瓦西特,Dezful,-1,Shahpur,Rafsanjan,Kerman,Zahedan,Zahedan,奎达,Uch,巴哈瓦尔布尔,-1,-1,Sangrur,因陀罗普拉沙,Bareilly,-1,Gorakhpur,-1,-1,-1,-1,-1,-1,藏南,迪庆,-1,凉山,昭通,六盘水,-1,黔东南,邵阳,衡阳,吉安,抚州,南平,福州,-1,-1,-1,-1,-1,首里,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cabo?San?Lucas,-1,-1,-1,Mazatlan,Zacatecas,Zacatecas,Ciudad?Victoria,Tampico,-1,-1,-1,-1,-1,-1,哈瓦那,哈瓦那,Santa?Clara,-1,-1,-1,Cockburn?Town,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,拉巴特,菲斯,菲斯,-1,-1,-1,-1,-1,-1,-1,Tacape,Sabratha,的黎波里,Leptis?Magna,-1,-1,-1,班加西,托布鲁克,-1,-1,Rosetta,Tamiat,-1,-1,-1,雅法,耶路撒冷,Amman,-1,-1,纳杰夫,乌鲁克,乌尔,巴士拉,Ahvaz,帕莎,Parsa,-1,-1,Bam,Zahedan,Alor,Alor,-1,-1,Nagaur,斋普尔,阿格拉,坎普尔,勒克瑙,瓦拉纳西,-1,华氏城,-1,-1,Bongaigaon,Guwahati,Guwahati,-1,Myitkyina,大理,-1,安顺,贵阳,桂林,永州,郴州,河源,赣州,龙岩,泉州,-1,-1,台北,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tepehuahcan,Tzintzuntzán,Tzintzuntzán,Potosi,Tlaxcala,-1,-1,-1,Uxmal,奇琴伊察,-1,-1,-1,-1,Santiago?de?Cuba,Santiago?de?Cuba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Funchal,-1,-1,-1,Agadir,马拉喀什,Warsasat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Leptis?Magna,苏尔特,-1,-1,班加西,托布鲁克,Amunia,亚历山大里亚,Per-Wadjet,皮拉美西斯,Tamiat,Bur?Sa'id,加沙,亚喀巴,亚喀巴,-1,-1,-1,-1,-1,埃里都,-1,-1,帕莎,帕莎,Hormuz,Hormuz,Sowlan,沙赫尔,-1,Tharri,-1,-1,Ajmer,斋浦尔,瓜廖尔,-1,-1,瓦拉纳西,-1,华氏城,Banka,Rajshahi,-1,Shillong,Imphal,-1,Bhamo,普洱,昆明,-1,南宁,玉林,梧州,广州,惠州,潮汕,厦门,-1,-1,台中,花莲,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
43,瓦胡,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Colima,Colima,-1,特诺奇蒂特兰,-1,Cuauhtochco,-1,-1,Calakmul,Uaxactun,-1,-1,-1,-1,-1,-1,-1,太子港,圣多明各,圣多明各,-1,圣胡安,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sidi?Ifni,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Arae,Automala,Automala,Al-Jaghbub,锡瓦绿洲西,锡瓦绿洲,孟菲斯西,孟菲斯,Per-Atum,苏伊士,-1,-1,Tabuk,-1,-1,-1,Buraydah,-1,Ad-Dammam,-1,-1,-1,西拉夫,-1,Jask-e-kohne,Chabahar,瓜达尔,贝拉,Mansura,-1,-1,Chittor,Kota,Bundi,Khajuraho,贾巴尔普尔,-1,-1,Gaya,Durgapur,Rajshahi,达卡,达卡,Chittagong,-1,Shwebo,Mogok,-1,-1,北海,茂名,阳江,珠海,深圳,-1,-1,-1,-1,高雄,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
42,-1,-1,Maui,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Zacatollan,Acapulco,Xochistlahuaca,Cuauhtochco,-1,Palenque,雅克斯穆塔,Naranjo,-1,-1,-1,-1,Kingston,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Santa?Cruz?de?Tenerife,-1,-1,Al-'Ayyun,Al-'Ayyun,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Farafra,Farafra,Herakleopolis,Herakleopolis,Per-Atum,Per-Atum,-1,-1,Tabuk,Tayma,-1,-1,Buraydah,利雅得,Al-Hofuf,Al-Qatif,-1,-1,-1,-1,-1,-1,-1,-1,卡拉奇,Thatta,Anhilwara,Chittor,Indore,博帕尔,贾巴尔普尔,贾巴尔普尔,Bilaspur,-1,Ranchi,加尔各答,加尔各答,Tamralipti,-1,Chittagong,Monywa,曼德拉,Pyin?Oo?Lwin,Muang?Xai,-1,河内,湛江,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oaxaca,Oaxaca,Lakamha,雅克斯穆塔,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Roseau,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ad-Dakhla,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Abu?Minqar,Al-Kharijah,Khmun,阿肯那吞,-1,Hurghada,-1,-1,麦地那,麦地那,-1,-1,利雅得,利雅得,Al-Qatif,Murwab,-1,-1,迪拜,-1,-1,-1,-1,-1,-1,Anhilwara,Khambhat,乌贾因,博帕尔,那格浦尔,那格浦尔,赖布尔,赖布尔,-1,科塔克,-1,-1,-1,Mrohaung,蒲甘,Taunggyi,Taunggyi,琅勃拉邦,-1,荣市,-1,-1,三亚,海口,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quiriguá,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nouadhibou,-1,-1,-1,-1,Taghaza,Taodeni,-1,-1,Tessalit,Boughessa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Al-Kharijah,Abdju,Edfu,底比斯,Qusair,-1,-1,-1,麦加,-1,-1,-1,-1,-1,-1,阿布扎比,阿布扎比,Suhar,Masqat,-1,-1,-1,-1,Dwarka,-1,Bharuch,Khandwa,Khandwa,-1,-1,-1,-1,-1,布巴内斯瓦尔,-1,-1,-1,Sittwe,Magwe,Naypyidaw,清迈,清迈,万象,Ban?Phong,顺化,-1,-1,-1,-1,-1,-1,-1,-1,Tuguegarao,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kaminaljuyu,Copán,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bridgetown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nouakchott,-1,-1,-1,Walata,Taghaza,Taodeni,-1,Tadmekka,Tadmekka,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Abu?Simbel,Nekhen,Yebu,Wadi?al-Jamal,Baranis,-1,-1,麦加,Najran,Najran,-1,-1,-1,-1,-1,-1,Sour,Sour,-1,-1,-1,-1,-1,-1,孟买,纳西克,奥兰加巴德,海得拉巴,海得拉巴,-1,-1,斯里加古兰,-1,-1,-1,-1,Cheduba,Pye,Toungoo,Sukhothai,Sukhothai,万象,万象,顺化,因陀罗补罗,因陀罗补罗,-1,-1,-1,-1,-1,Baguio,Cabanatuan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Managua,Bluefields,-1,-1,-1,-1,Maracaibo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nouakchott,-1,-1,Walata,Walata,Diré,廷巴克图,廷巴克图,Bourem,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Para,Phrim,Abu?Hamad,Abu?Hamad,Port?Sudan,-1,-1,-1,Jizan,-1,-1,-1,-1,-1,-1,-1,As-Sawqirah,-1,-1,-1,-1,-1,-1,-1,浦那,浦那,-1,海得拉巴,海得拉巴,-1,维沙卡帕特南,-1,-1,-1,-1,-1,Sandoway,Hinthada,Paigu,Thaton,Phitsanulok,披迈,Preah?Vihear,尚帕萨科,尚帕萨科,广义,广义,-1,-1,-1,-1,马尼拉,Batangas,-1,-1,-1,-1,-1,-1,-1,Aga?a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,圣何塞,-1,巴拿马城,-1,Barranquilla,-1,-1,Barquisimeto,Valencia,加拉加斯,Cumana,Tucupita,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Praia,-1,-1,Saint-Louis-du-Sénégal,Kaédi,Awdaghost,Kumbi?Saleh,Kumbi?Saleh,Konna,廷巴克图,廷巴克图,Gao,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tungul,Tungul,Gebel?Barkal,麦罗埃,Atbara,Hamashkoraib,Karora,-1,-1,Hodeida,-1,萨那,-1,-1,Saihút,Salalah,Salalah,-1,-1,-1,-1,-1,-1,-1,-1,戈尔哈布尔,维贾耶普拉,比贾布尔,-1,-1,维杰亚瓦达,-1,-1,-1,-1,-1,-1,Sandoway,仰光,仰光,Ratchaburi,阿瑜陀耶,披迈,吴哥,Strung?Treng,Pleiku,毗阇耶,毗阇耶,-1,-1,-1,-1,-1,-1,Naga,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,David,-1,Medellín,Bucaramanga,Cúcuta,Merida,-1,Calabozo,Valle?de?la?Pascua,Ciudad?Bolivar,Guayana,San?José?de?Amacuro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dakar,Tambacunda,Tambacunda,Bamako,德杰恩,Mopti,-1,-1,-1,Gao,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Omdurman,Omdurman,Al-Khartum,-1,Kassala,Massawa,-1,-1,-1,萨那,-1,Al-Mukalla,Al-Mukalla,Saihút,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,果阿,瓦塔比,瓦塔比,Anantapur,内洛尔,-1,-1,-1,-1,-1,-1,-1,-1,Pothein,-1,Ratchaburi,阿瑜陀耶,Krung?Thep,-1,Vat?Nokor,Vat?Nokor,古笪罗,古笪罗,-1,-1,-1,Puerto?Princesa,-1,Cebú,Tacloban,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
